V_L1,V_L2,V_L3,V_L12,V_L23,V_L31,A_L1,A_L2,A_L3,VA_L1,VA_L2,VA_L3,W_L1,W_L2,W_L3,Q_L1,Q_L2,Q_L3,PF_L1,PF_L2,PF_L3,THD_L1,THD_L2,THD_L3
130.2518158,155.968277,146.1312256,250.5821381,249.1483154,247.3133698,0.429051042,0.360277355,0.293712378,55.88467789,56.19183731,42.9205513,17.83386803,6.013628006,15.17217445,45.85874939,49.02673721,37.64128113,0.319119096,0.107019603,0.353494406,5.825795174,5.407048225,4.657094955
130.2518158,155.968277,146.1312256,250.5821381,249.1483154,247.3133698,0.429051042,0.360277355,0.293712378,55.88467789,56.19183731,42.9205513,17.83386803,6.013628006,15.17217445,45.85874939,49.02673721,37.64128113,0.319119096,0.107019603,0.353494406,5.825795174,5.407048225,4.657094955
130.2518158,155.968277,146.1312256,250.5821381,249.1483154,247.3133698,0.429051042,0.360277355,0.293712378,55.88467789,56.19183731,42.9205513,17.83386803,6.013628006,15.17217445,45.85874939,49.02673721,37.64128113,0.319119096,0.107019603,0.353494406,5.825795174,5.407048225,4.657094955
130.2518158,155.968277,146.1312256,250.5821381,249.1483154,247.3133698,0.429051042,0.360277355,0.293712378,55.88467789,56.19183731,42.9205513,17.83386803,6.013628006,15.17217445,45.85874939,49.02673721,37.64128113,0.319119096,0.107019603,0.353494406,5.825795174,5.407048225,4.657094955
130.1156921,156.0444183,146.1049652,250.4963989,249.2046814,247.2006226,0.43947041,0.37869671,0.29056105,57.18199539,59.09350967,42.45241165,19.2924614,5.179301739,14.97596264,46.92605972,51.28048325,37.20157623,0.337386996,0.087645866,0.352770597,5.80726099,5.371165752,4.472008705
130.1156921,156.0444183,146.1049652,250.4963989,249.2046814,247.2006226,0.43947041,0.37869671,0.29056105,57.18199539,59.09350967,42.45241165,19.2924614,5.179301739,14.97596264,46.92605972,51.28048325,37.20157623,0.337386996,0.087645866,0.352770597,5.80726099,5.371165752,4.472008705
130.1156921,156.0444183,146.1049652,250.4963989,249.2046814,247.2006226,0.43947041,0.37869671,0.29056105,57.18199539,59.09350967,42.45241165,19.2924614,5.179301739,14.97596264,46.92605972,51.28048325,37.20157623,0.337386996,0.087645866,0.352770597,5.80726099,5.371165752,4.472008705
130.1156921,156.0444183,146.1049652,250.4963989,249.2046814,247.2006226,0.43947041,0.37869671,0.29056105,57.18199539,59.09350967,42.45241165,19.2924614,5.179301739,14.97596264,46.92605972,51.28048325,37.20157623,0.337386996,0.087645866,0.352770597,5.80726099,5.371165752,4.472008705
130.1156921,156.0444183,146.1049652,250.4963989,249.2046814,247.2006226,0.43947041,0.37869671,0.29056105,57.18199539,59.09350967,42.45241165,19.2924614,5.179301739,14.97596264,46.92605972,51.28048325,37.20157623,0.337386996,0.087645866,0.352770597,5.80726099,5.371165752,4.472008705
130.1156921,156.0444183,146.1049652,250.4963989,249.2046814,247.2006226,0.43947041,0.37869671,0.29056105,57.18199539,59.09350967,42.45241165,19.2924614,5.179301739,14.97596264,46.92605972,51.28048325,37.20157623,0.337386996,0.087645866,0.352770597,5.80726099,5.371165752,4.472008705
